"Year","Month","Region","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
2009,"December","South",1992.1,4016.45,4905.55,4930.675,0,4905.55,4930.675,2193.375
2010,"January","South",1358.9,2790.9,3435.1,3452.05,0,3435.1,3452.05,1596.35
2010,"February","South",725.7,1565.35,1964.65,1973.425,0,1964.65,1973.425,999.325
2010,"March","South",92.5,339.8,494.2,494.8,0,494.2,494.8,402.3
2010,"April","South",1310,2306.4,2909.6,2918.4,0,2909.6,2918.4,1608.4
2010,"May","South",2042.8,3945.7,7044,7452.8,0,7044,7452.8,5070.4
2010,"June","South",1768.6,5007.3,7161.3,7278.9,0,7161.3,7278.9,5510.3
2010,"July","South",4580,13289.4,14921.9,14934.4,0,14921.9,14934.4,11282.6
2010,"August","South",9360.6,17112.5,17239.3,17279.5,0,17239.31,17279.51,7918.91
2010,"September","South",5397.7,11712.7,11862.6,11896,0,11862.6,11896,6498.3
2010,"October","South",3498.2,8178.3,8281.9,8314.1,0,8281.9,8314.1,4815.9
2010,"November","South",1187.7,2907.3,2925.1,2945.8,0,2925.1,2945.8,1763.4
2010,"December","South",913.125,2223.75,2330.5,2346.225,0,2330.5,2346.225,1400.55
2011,"January","South",638.55,1540.2,1735.9,1746.65,0,1735.9,1746.65,1037.7
2011,"February","South",363.975,856.65,1141.3,1147.075,0,1141.3,1147.075,674.85
2011,"March","South",89.4,173.1,546.7,547.5,0,546.7,547.5,312
2011,"April","South",188.6,273.9,1305.1,1306.4,0,1305.1,1306.4,1144.8
2011,"May","South",743.5,947.8,1971.4,2011.7,0,1971.4,2011.7,1934.6
2011,"June","South",2540.8,5830.7,6162.5,6220.7,0,6162.5,6220.7,4192.9
2011,"July","South",1640.4,11327.7,11635.4,11651.5,0,11635.4,11651.5,10097.11
2011,"August","South",7812.6,12658.9,12816.5,12863.6,0,12816.5,12863.6,5051
2011,"September","South",7807.8,11460.6,12846.4,13027.3,0,12846.4,13027.3,3133.5
2011,"October","South",3510.8,5931.7,6077.2,6154.2,0,6077.2,6154.2,2643.4
2011,"November","South",2331.5,2535.8,2649.7,2857.3,0,2649.7,2857.3,879.4
2011,"December","South",1959.375,2235.85,2439.45,2597.35,0,2439.45,2597.35,874.95
2012,"January","South",1587.25,1935.9,2229.2,2337.4,0,2229.2,2337.4,870.5
2012,"February","South",1215.125,1635.95,2018.95,2077.45,0,2018.95,2077.45,866.05
2012,"March","South",843,1336,1808.7,1817.5,0,1808.7,1817.5,861.6
2012,"April","South",1426.2,2194.3,3269,3303.7,0,3269,3303.7,1791.3
2012,"May","South",3352.6,8732.1,10939.2,11033.7,0,10939.2,11033.7,7724.9
2012,"June","South",4816.8,13979,14345,14363.7,0,14345,14363.7,9975.1
2012,"July","South",4232.9,11650.6,11986.3,12012.9,0,11986.3,12012.9,7780
2012,"August","South",5981.7,9445.3,9532.5,9537.3,0,9532.5,9537.3,3882.2
2012,"September","South",6265.3,11663.6,16289.5,16301.6,0,14017.95,14031.25,6329.4
2012,"October","South",5681.1,9087,11533.7,11557.8,0,11533.7,11557.8,5051
2012,"November","South",3093.3,5786,5831.4,5859.3,0,5831.4,5859.3,2766
2012,"December","South",2624.875,4695.35,4848.775,4875.35,0,4848.775,4875.35,2250.475
2013,"January","South",2156.45,3604.7,3866.15,3891.4,0,3866.15,3891.4,1734.95
2013,"February","South",1688.025,2514.05,2883.525,2907.45,0,2883.525,2907.45,1219.425
2013,"March","South",1219.6,1423.4,1900.9,1923.5,0,1900.9,1923.5,703.9
2013,"April","South",2773.8,3695.4,6050.9,6382.6,0,6050.9,6382.6,3608.8
2013,"May","South",7604.5,12911.2,18279.5,18339.6,0,18279.5,18339.6,12898.4
2013,"June","South",2231.6,6841.2,9275.6,9278.2,0,9275.6,9278.2,7745.9
2013,"July","South",5836.8,8989.1,10385.5,10390.6,0,10385.5,10390.6,5767.4
2013,"August","South",6236.5,12029.4,12426.7,12470.4,0,12426.7,12470.4,6233.9
2013,"September","South",3105.7,9725.9,10607.1,10647.6,0,10607.1,10647.6,7541.9
2013,"October","South",910.9,4161.7,7132.3,7151.5,0,7132.49,7151.69,4734.5
2013,"November","South",1893.9,9334.4,9359,9376.5,0,9359.01,9376.51,7892.91
2013,"December","South",1515.075,7214.725,7261.25,7274.675,0,7261.2575,7274.6825,6067.3325
2014,"January","South",1136.25,5095.05,5163.5,5172.85,0,5163.505,5172.855,4241.755
2014,"February","South",757.425,2975.375,3065.75,3071.025,0,3065.7525,3071.0275,2416.1775
2014,"March","South",378.6,855.7,968,969.2,0,968,969.2,590.6
2014,"April","South",852.9,1570.8,1722.4,1730,0,1722.4,1730,951.8
2014,"May","South",7553,12827.3,13593.5,13635.5,0,13593.5,13635.5,6082.5
2014,"June","South",9192.8,21760.1,40412.3,42849.1,0,40412.3,42849.1,33656.3
2014,"July","South",2487.3,8477.4,10356,10359.3,0,10356,10359.3,7013.8
2014,"August","South",8646.7,17384.2,18752.9,18766,0,18752.9,18766,15110
2014,"September","South",7685.6,19969.6,33781.7,33802.5,0,33781.7,33802.5,23395.9
2014,"October","South",3744.8,15949,23989.9,24039.9,0,23989.9,24039.9,17552
2014,"November","South",3963.8,6703.7,7071.7,7086.3,0,7071.7,7086.3,4371.6
2014,"December","South",3070.825,5214.275,5535.05,5547.9,0,5535.05,5547.9,3413.9
2015,"January","South",2177.85,3724.85,3998.4,4009.5,0,3998.4,4009.5,2456.2
2015,"February","South",1284.875,2235.425,2461.75,2471.1,0,2461.75,2471.1,1498.5
2015,"March","South",391.9,746,925.1,932.7,0,925.1,932.7,540.8
2015,"April","South",4659.5,5485.3,6986.9,7272.8,0,6986.9,7272.8,2613.3
2015,"May","South",7159,18884.5,26774.3,26779,0.01,26774.43,26779.13,16811.73
2015,"June","South",4911.9,14047.6,19572,19627.4,0,19572.09,19627.49,13025.09
2015,"July","South",7771.5,14027.7,14771.3,14799.9,0.02,14771.32,14799.92,7028.42
2015,"August","South",2569.05,5586.55,6599.7,6624.1,0,6599.7,6624.1,4055.05
2015,"September","South",4246.4,16140,16591.7,16614.5,0.01,16591.73,16614.53,12606.91
2015,"October","South",6108.7,16338.9,23972.1,24874.2,0,23972.1,24874.2,18499.2
2015,"November","South",4513.7,13172.1,16062.7,17035.1,0,16062.7,17035.1,12521.4
2015,"December","South",3795.4,10394.25,12628.5,13363.95,0,12628.5,13363.95,9544.225
2016,"January","South",3077.1,7616.4,9194.3,9692.8,0,9194.3,9692.8,6567.05
2016,"February","South",2358.8,4838.55,5760.1,6021.65,0,5760.1,6021.65,3589.875
2016,"March","South",1640.5,2060.7,2325.9,2350.5,0,2325.9,2350.5,612.7
2016,"April","South",3063.4,7171.7,7737.6,7778.2,0,7737.6,7778.2,4714.8
2016,"May","South",3131.5,8167.7,16503.5,17082.4,0,16503.5,17082.4,12877
2016,"June","South",6966.8,19020.3,44302.6,44375.8,0,44302.69,44375.89,37409.09
2016,"July","South",11217.9,22535.9,25855.6,26310.1,0,25855.6,26310.1,10893
2016,"August","South",20652.4,28053.4,37333.3,37698,0,37333.3,37698,7941.3
2016,"September","South",8480.6,14985.1,15327.1,15415,0,15327.1,15415,9054.1
2016,"October","South",5048.1,11229.1,11412.7,11531.8,0,11412.7,11531.8,6483.7
2016,"November","South",3270.4,8944.7,9170.8,9217.4,0,9170.8,9217.4,5217
2016,"December","South",2470.8,6757.625,7082.675,7118.025,0,7082.675,7118.025,4099.725
2017,"January","South",1671.2,4570.55,4994.55,5018.65,0,4994.55,5018.65,2982.45
2017,"February","South",871.6,2383.475,2906.425,2919.275,0,2906.425,2919.275,1865.175
2017,"March","South",72,196.4,818.3,819.9,0,818.3,819.9,747.9
2017,"April","South",24.85,200.8,1889.75,1890.05,0,1889.75,1890.05,1079.55
2017,"May","South",1115.8,5503.1,6937.9,6968.4,0,6937.9,6968.4,5223.8
2017,"June","South",2045.3,8696.7,9677.7,9717,0,9677.7,9717,7530.41
2017,"July","South",11364.3,38357.7,42362.7,42622,0,42362.7,42622,17255
2017,"August","South",15667.4,21831.2,22075,22126,0,22075,22126,6458.6
2017,"September","South",8073.3,18917.8,19712.7,19739.9,0,19712.7,19739.9,9632.7
2017,"October","South",10063.6,14950.5,15355.8,15429,0,15355.8,15429,5365.4
2017,"November","South",3278.7,6546.1,6660.7,6744.4,0,6660.7,6744.4,3205.4
2017,"December","South",3007.775,5606.7,5734.775,5799.725,0,5734.775,5799.725,2596.725
2018,"January","South",2736.85,4667.3,4808.85,4855.05,0,4808.85,4855.05,1988.05
2018,"February","South",2465.925,3727.9,3882.925,3910.375,0,3882.925,3910.375,1379.375
2018,"March","South",2195,2788.5,2957,2965.7,0,2957,2965.7,770.7
2018,"April","South",299.5,464.9,1413.5,1417.9,0,1413.5,1417.9,1149.9
2018,"May","South",4988.1,8155,8798.9,8815.1,0,8798.9,8815.1,3086.2
2018,"June","South",8576.9,12990.8,21496.3,21538.9,0,21496.3,21538.9,12962
2018,"July","South",10048,20220.4,23086.5,23131.4,0,23086.5,23131.4,12544.8
2018,"August","South",8234.5,13733.6,18077.3,18384.4,0,27985.33,28230.48,22473.38
2018,"September","South",11438.2,25854.15,32026.4,32074.45,0,32026.4,32074.45,20636.25
2018,"October","South",3836.7,9480.5,9696.3,9740.7,0,9696.3,9740.7,3561.8
2018,"November","South",1349.3,3048.5,3194,3205.5,0,3194,3205.5,1504.1
2018,"December","South",1029.575,2325.5,2519.375,2528.05,0,2519.375,2528.05,1235.5
2019,"January","South",709.85,1602.5,1844.75,1850.6,0,1844.75,1850.6,966.9
2019,"February","South",390.125,879.5,1170.125,1173.15,0,1170.125,1173.15,698.3
2019,"March","South",70.4,156.5,495.5,495.7,0,495.5,495.7,429.7
2019,"April","South",334.7,1211.4,2120.3,2121.2,0,2120.3,2121.2,1836.5
2019,"May","South",3500.6,9880.15,11899.55,11919.5,0,11899.55,11919.5,8473.1
2019,"June","South",4822.6,11820,12079,12087.8,0,12079,12087.8,6853.1
2019,"July","South",6362.6,10381.5,14274.2,14352.1,0,14274.2,14352.1,8734.5
2019,"August","South",7160.2,13021,13994.5,14010.9,0,13994.5,14010.9,8783.7
2019,"September","South",8298.1,12624.6,14217.6,14239.3,0,14217.6,14239.3,7178.3
2019,"October","South",4121.6,8392.9,9123.8,9143.6,0,9123.8,9143.6,5022
2019,"November","South",3231,5301.4,5469.7,5522.5,0,5469.7,5522.5,2291.5
2019,"December","South",NA,NA,NA,NA,NA,NA,NA,NA
