"Year","Month","Region","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
1999,"February","Far West",3884.5,7728.1,7766.05,7910.175,0.4025,7766.4525,7910.5775,4026.0775
1999,"March","Far West",5109.7,10178.5,10229.1,10420,0.18,10229.28,10420.18,5310.48
1999,"April","Far West",3160.7,5761.9,5776,5801.1,1.97,5777.97,5803.07,2642.37
1999,"May","Far West",395.5,466.6,466.6,474.9,2.81,469.41,477.71,82.21
1999,"June","Far West",230.3,549.6,549.6,565.9,14.26,563.86,580.16,349.86
1999,"July","Far West",142.3,206,206,210.9,4.19,210.19,215.09,72.79
1999,"August","Far West",60.4,90.1,90.1,97.2,2.09,92.19,99.29,38.89
1999,"September","Far West",374,436.3,436.3,440,1.32,437.62,441.32,67.32
1999,"October","Far West",2136.5,2206.1,2206.1,2227.3,0.01,2206.11,2227.31,90.81
1999,"November","Far West",1653.6,1637.6,1637.6,1653.6,0.48,1638.08,1654.08,0.48
1999,"December","Far West",2908.975,4841.225,4885.4,4898.425,0.874,1536.934,1551.314,118.034
2000,"January","Far West",4164.35,8044.85,8133.2,8143.25,1.268,1435.788,1448.548,235.588
2000,"February","Far West",5419.725,11248.475,11381,11388.075,1.662,1334.642,1345.782,353.142
2000,"March","Far West",6675.1,14452.1,14628.8,14632.9,2.056,1233.496,1243.016,470.696
2000,"April","Far West",552,1129.9,1129.9,1137.8,2.45,1132.35,1140.25,588.25
2000,"May","Far West",168,456.8,456.8,473.6,75.59,532.39,549.19,381.19
2000,"June","Far West",48.9,175.4,175.4,175.4,15.31,190.71,190.71,141.81
2000,"July","Far West",67.9,111.7,111.7,112.2,1.98,113.68,114.18,46.28
2000,"August","Far West",73.7,148.6,148.6,153.9,2.1,150.7,156,82.3
2000,"September","Far West",326.4,458.9,458.9,460.4,0.3,459.2,460.7,134.3
2000,"October","Far West",329.6,327.7,327.7,329.6,0.63,328.33,330.23,0.63
2000,"November","Far West",792.1,858.7,858.7,862,0.03,858.73,862.03,69.93
2000,"December","Far West",1301.5,1653.15,1653.15,1658.95,0.0225,1653.1725,1658.9725,357.4725
2001,"January","Far West",1810.9,2447.6,2447.6,2455.9,0.015,2447.615,2455.915,645.015
2001,"February","Far West",2320.3,3242.05,3242.05,3252.85,0.0075,3242.0575,3252.8575,932.5575
2001,"March","Far West",2829.7,4036.5,4036.5,4049.8,0,4036.5,4049.8,1220.1
2001,"April","Far West",249.6,299.1,299.1,300.9,0.75,299.85,301.65,52.05
2001,"May","Far West",998.6,1066.5,1066.5,1077.3,0.04,1066.54,1077.34,78.74
2001,"June","Far West",199.6,192.5,192.5,210.3,0.02,192.52,210.32,10.72
2001,"July","Far West",60.8,58.7,58.7,60.8,0.07,58.77,60.87,0.07
2001,"August","Far West",208.1,235.8,235.8,239.7,1.18,236.98,240.88,32.78
2001,"September","Far West",104.2,104,104,104.7,1.68,105.68,106.38,2.18
2001,"October","Far West",300.2,297.2,297.2,300.2,0.06,297.26,300.26,0.06
2001,"November","Far West",517.6,516.4,516.4,517.6,0.2,516.6,517.8,0.2
2001,"December","Far West",613.3,791.225,795.4,796.725,0.2225,795.6225,796.9475,183.6475
2002,"January","Far West",709,1066.05,1074.4,1075.85,0.245,1074.645,1076.095,367.095
2002,"February","Far West",804.7,1340.875,1353.4,1354.975,0.2675,1353.6675,1355.2425,550.5425
2002,"March","Far West",900.4,1615.7,1632.4,1634.1,0.29,1632.69,1634.39,733.99
2002,"April","Far West",788.8,922.8,922.8,927.4,2.32,925.12,929.72,140.92
2002,"May","Far West",171.8,172.6,172.6,174.9,0.66,173.26,175.56,3.76
2002,"June","Far West",68.2,68.2,68.2,68.2,0.72,68.92,68.92,0.72
2002,"July","Far West",136,139.3,139.3,141.6,2.17,141.47,143.77,7.77
2002,"August","Far West",53.3,52.1,52.1,53.3,3.49,55.59,56.79,3.49
2002,"September","Far West",44.9,63.8,63.8,64.5,0.33,64.13,64.83,19.93
2002,"October","Far West",539.7,656.5,656.5,657.3,0,656.5,657.3,117.6
2002,"November","Far West",880.3,1064.5,1064.5,1077.5,0,1064.5,1077.5,197.2
2002,"December","Far West",1963.05,2611.775,2611.775,2623.225,0,2611.775,2623.225,660.175
2003,"January","Far West",3045.8,4159.05,4159.05,4168.95,0,4159.05,4168.95,1123.15
2003,"February","Far West",4128.55,5706.325,5706.325,5714.675,0,5706.325,5714.675,1586.125
2003,"March","Far West",5211.3,7253.6,7253.6,7260.4,0,7253.6,7260.4,2049.1
2003,"April","Far West",5284.7,6486.4,6486.4,6506.1,0.12,6486.52,6506.22,1221.52
2003,"May","Far West",372.3,581.8,808,842.8,3.44,811.44,846.24,473.94
2003,"June","Far West",72.5,170,170,170.7,7.77,177.77,178.47,105.97
2003,"July","Far West",357.4,442.9,442.9,446.7,0.49,443.39,447.19,89.79
2003,"August","Far West",97.7,103.8,103.8,119.6,0.57,104.37,120.17,22.47
2003,"September","Far West",127.9,147,148.3,148.9,0.15,148.45,149.05,21.15
2003,"October","Far West",449.5,445,445,449.5,0,445,449.5,0
2003,"November","Far West",6234,6225.5,6225.5,6234,0,6225.5,6234,0
2003,"December","Far West",5104.175,5559,5563.975,5576.7,0.08,5564.055,5576.78,472.605
2004,"January","Far West",3974.35,4892.5,4902.45,4919.4,0.16,4902.61,4919.56,945.21
2004,"February","Far West",2844.525,4226,4240.925,4262.1,0.24,4241.165,4262.34,1417.815
2004,"March","Far West",1714.7,3559.5,3579.4,3604.8,0.32,3579.72,3605.12,1890.42
2004,"April","Far West",125.3,306.3,308,312.4,0.62,308.62,313.02,187.72
2004,"May","Far West",76.2,206.3,214.7,218.7,0.59,215.29,219.29,143.09
2004,"June","Far West",202.8,234.7,234.7,234.8,0.8,235.5,235.6,32.8
2004,"July","Far West",162.7,189.2,189.2,189.2,1.92,191.12,191.12,28.42
2004,"August","Far West",85.8,157.3,157.3,158,0.94,158.24,158.94,73.14
2004,"September","Far West",69.1,85.8,85.8,87.7,0.45,86.25,88.15,19.05
2004,"October","Far West",361.6,424.2,424.2,425.6,0.08,424.28,425.68,64.08
2004,"November","Far West",1107.5,1208.8,1208.8,1230.8,0.01,1208.81,1230.81,123.31
2004,"December","Far West",967.8,1164.525,1164.525,1182.675,0.0475,1164.5725,1182.7225,214.9225
2005,"January","Far West",828.1,1120.25,1120.25,1134.55,0.085,1120.335,1134.635,306.535
2005,"February","Far West",688.4,1075.975,1075.975,1086.425,0.1225,1076.0975,1086.5475,398.1475
2005,"March","Far West",548.7,1031.7,1031.7,1038.3,0.16,1031.86,1038.46,489.76
2005,"April","Far West",553.1,600.2,601.1,603.5,0.21,601.31,603.71,50.61
2005,"May","Far West",171.4,247.8,252.9,255.8,1.83,254.73,257.63,86.23
2005,"June","Far West",196.7,232.6,232.6,233.6,0.06,232.66,233.66,36.96
2005,"July","Far West",117.6,169.4,169.4,169.6,1.13,170.53,170.73,53.13
2005,"August","Far West",123.8,178.5,178.5,179.1,2.41,180.91,181.51,57.71
2005,"September","Far West",360,454.2,454.2,457.2,0.23,454.43,457.43,97.43
2005,"October","Far West",535,606.1,606.1,609.3,0,606.1,609.3,74.3
2005,"November","Far West",578.4,815.8,815.8,816.5,0.01,815.81,816.51,238.11
2005,"December","Far West",1218.35,2482.45,2492.15,2496.05,0.29,2492.44,2496.34,1277.99
2006,"January","Far West",1858.3,4149.1,4168.5,4175.6,0.57,4169.07,4176.17,2317.87
2006,"February","Far West",2498.25,5815.75,5844.85,5855.15,0.85,5845.7,5856,3357.75
2006,"March","Far West",3138.2,7482.4,7521.2,7534.7,1.13,7522.33,7535.83,4397.63
2006,"April","Far West",142.6,405.9,1039.7,1042.6,0.03,1039.73,1042.63,900.03
2006,"May","Far West",10930.3,25198.6,25270.7,25301.1,44.49,25315.19,25345.59,14415.29
2006,"June","Far West",2296.8,5869.2,5885,5937.9,4.73,5889.73,5942.63,3645.83
2006,"July","Far West",168.4,220.2,220.2,222.3,2.7,222.9,225,56.6
2006,"August","Far West",1054.7,1084.5,1084.5,1087.3,1.96,1086.46,1089.26,34.56
2006,"September","Far West",164.4,210,211.1,215.8,0.5,211.6,216.3,51.9
2006,"October","Far West",7.9,7.9,7.9,7.9,0,7.9,7.9,0
2006,"November","Far West",376.9,423.7,423.7,424.1,0,423.7,424.1,47.2
2006,"December","Far West",541.175,581.775,593.975,595.125,0,593.975,595.125,53.95
2007,"January","Far West",705.45,739.85,764.25,766.15,0,764.25,766.15,60.7
2007,"February","Far West",869.725,897.925,934.525,937.175,0,934.525,937.175,67.45
2007,"March","Far West",1034,1056,1104.8,1108.2,0,1104.8,1108.2,74.2
2007,"April","Far West",366.1,386.9,386.9,389.9,0.07,386.97,389.97,23.87
2007,"May","Far West",273.8,354.5,354.5,355.2,0,354.5,355.2,81.4
2007,"June","Far West",459.2,511.9,511.9,515,0.56,512.46,515.56,56.36
2007,"July","Far West",1153,1160.5,1160.5,1164.8,0.04,1160.54,1164.84,11.84
2007,"August","Far West",1948.9,1951.6,1951.6,1956.6,0,1951.6,1956.6,7.7
2007,"September","Far West",1700.4,1732.9,1732.9,1734.5,0.06,1732.96,1734.56,34.16
2007,"October","Far West",2543.8,2666.5,2667.7,2672.4,0,2667.7,2672.4,128.6
2007,"November","Far West",2216.9,2300.2,2300.2,2303.9,0,2300.2,2303.9,87
2007,"December","Far West",1915.45,2062,2062,2065.775,0.245,2062.245,2066.02,150.57
2008,"January","Far West",1614,1823.8,1823.8,1827.65,0.49,1824.29,1828.14,214.14
2008,"February","Far West",1312.55,1585.6,1585.6,1589.525,0.735,1586.335,1590.26,277.71
2008,"March","Far West",1011.1,1347.4,1347.4,1351.4,0.98,1348.38,1352.38,341.28
2008,"April","Far West",681,831.6,831.6,837.7,0.26,831.86,837.96,156.96
2008,"May","Far West",240.5,333.9,333.9,335.5,0.13,334.03,335.63,95.13
2008,"June","Far West",474.3,495.4,495.4,498,0.02,495.42,498.02,23.72
2008,"July","Far West",363.8,391.3,391.3,391.6,0,391.3,391.6,27.8
2008,"August","Far West",2300.2,2298.7,2298.7,2306.5,0.13,2298.83,2306.63,6.43
2008,"September","Far West",2479.4,2521.2,2521.2,2524.2,0,2521.2,2524.2,44.8
2008,"October","Far West",1210,1293.3,1298.6,1300.7,0,1298.6,1300.7,90.7
2008,"November","Far West",1064.7,1232.5,1232.5,1235.4,0,1232.5,1235.4,170.7
2008,"December","Far West",1055.8,1254.8,1254.8,1258.775,0,1254.8,1258.775,202.975
2009,"January","Far West",1046.9,1277.1,1277.1,1282.15,0,1277.1,1282.15,235.25
2009,"February","Far West",1038,1299.4,1299.4,1305.525,0,1299.4,1305.525,267.525
2009,"March","Far West",1029.1,1321.7,1321.7,1328.9,0,1321.7,1328.9,299.8
2009,"April","Far West",177.7,347.3,347.3,350.5,0.02,347.32,350.52,172.82
2009,"May","Far West",525.9,570.2,570.2,579.5,0,570.2,579.5,53.6
2009,"June","Far West",805.2,868.8,868.8,870.8,0,868.8,870.8,65.6
2009,"July","Far West",1789.7,1793.4,1793.4,1796.5,0,1793.4,1796.5,6.8
2009,"August","Far West",2903,3104.6,3104.6,3107.3,0.31,3104.91,3107.61,204.61
2009,"September","Far West",1451.8,1486.9,1486.9,1489.4,0,1486.9,1489.4,37.6
2009,"October","Far West",1325.5,1346.1,1346.1,1347.3,0.01,1346.11,1347.31,21.81
2009,"November","Far West",1520.7,1638.3,1638.3,1639.5,0,1638.3,1639.5,118.8
2009,"December","Far West",1580.275,1864.075,1865.45,1867.1,0.0125,1865.4625,1867.1125,286.8375
2010,"January","Far West",1639.85,2089.85,2092.6,2094.7,0.025,2092.625,2094.725,454.875
2010,"February","Far West",1699.425,2315.625,2319.75,2322.3,0.0375,2319.7875,2322.3375,622.9125
2010,"March","Far West",1759,2541.4,2546.9,2549.9,0.05,2546.95,2549.95,790.95
2010,"April","Far West",785.4,1073.8,1073.8,1074.7,0,1073.8,1074.7,289.3
2010,"May","Far West",543.2,737.1,737.1,739.65,0.43,737.53,740.08,196.88
2010,"June","Far West",301,400.4,400.4,404.6,0.86,401.26,405.46,104.46
2010,"July","Far West",408.1,455,455,456.7,1.73,456.73,458.43,50.33
2010,"August","Far West",814,826.4,826.4,833.6,0.53,826.93,834.13,20.13
2010,"September","Far West",605.6,670.5,670.5,677.5,0.04,670.54,677.54,71.94
2010,"October","Far West",1286.2,1320.3,1320.3,1328,0,1320.3,1328,41.8
2010,"November","Far West",4922.4,5120.5,5120.5,5153.8,0,5120.5,5153.8,231.4
2010,"December","Far West",3817.45,3999.45,3999.675,4031.475,0.0025,3999.6775,4031.4775,214.0275
2011,"January","Far West",2712.5,2878.4,2878.85,2909.15,0.005,2878.855,2909.155,196.655
2011,"February","Far West",1607.55,1757.35,1758.025,1786.825,0.0075,1758.0325,1786.8325,179.2825
2011,"March","Far West",502.6,636.3,637.2,664.5,0.01,637.21,664.51,161.91
2011,"April","Far West",12164.9,21442,22590.7,22628.1,0.37,22591.07,22628.47,10463.57
2011,"May","Far West",3603.9,5737.5,5887.8,6054.1,2.59,5890.39,6056.69,2452.79
2011,"June","Far West",1481,1929.9,1936.7,2025.6,0.16,1936.86,2025.76,544.76
2011,"July","Far West",893.2,1543.5,1545.2,1568.1,1.49,1546.69,1569.59,676.39
2011,"August","Far West",2561.7,2649.4,2649.4,2655.1,0.13,2649.53,2655.23,93.53
2011,"September","Far West",3102.3,3177.2,3177.2,3188.7,1.08,3178.28,3189.78,87.48
2011,"October","Far West",2722.1,3184.6,3184.6,3193.5,0,3184.6,3193.5,471.4
2011,"November","Far West",2722.5,3602.4,3602.4,3611.3,0,3602.4,3611.3,888.8
2011,"December","Far West",2076.225,2781.525,2782.15,2792.525,0.025,2782.175,2792.55,716.325
2012,"January","Far West",1429.95,1960.65,1961.9,1973.75,0.05,1961.95,1973.8,543.85
2012,"February","Far West",783.675,1139.775,1141.65,1154.975,0.075,1141.725,1155.05,371.375
2012,"March","Far West",137.4,318.9,321.4,336.2,0.1,321.5,336.3,198.9
2012,"April","Far West",91.8,149.6,156.9,161.2,0.23,157.13,161.43,69.63
2012,"May","Far West",213.4,266.6,266.6,269.3,2.84,269.44,272.14,58.74
2012,"June","Far West",419.3,462.6,462.6,462.9,2.04,464.64,464.94,45.64
2012,"July","Far West",546.8,566.4,566.4,567.1,0.77,567.17,567.87,21.07
2012,"August","Far West",4243.3,4257.6,4257.6,4264.7,0.51,4258.11,4265.21,21.91
2012,"September","Far West",2534.7,2569.5,2569.5,2575.7,0.07,2569.57,2575.77,41.07
2012,"October","Far West",3126.2,3221.5,3221.5,3224.3,0,3221.5,3224.3,98.1
2012,"November","Far West",3132.3,3623.4,3623.4,3624.5,0.1,3623.5,3624.6,492.3
2012,"December","Far West",2439.65,2857.4,2857.4,2858.6,0.0925,2857.4925,2858.6925,419.0425
2013,"January","Far West",1747,2091.4,2091.4,2092.7,0.085,2091.485,2092.785,345.785
2013,"February","Far West",1054.35,1325.4,1325.4,1326.8,0.0775,1325.4775,1326.8775,272.5275
2013,"March","Far West",361.7,559.4,559.4,560.9,0.07,559.47,560.97,199.27
2013,"April","Far West",728,1078.6,1078.6,1083.2,0.18,1078.78,1083.38,355.38
2013,"May","Far West",616.5,656.2,656.2,658.2,5.34,661.54,663.54,47.04
2013,"June","Far West",931.6,946.7,946.7,948.2,0.69,947.39,948.89,17.29
2013,"July","Far West",746.6,791.4,791.4,796.4,0.26,791.66,796.66,50.06
2013,"August","Far West",734.2,965.9,965.9,966.8,0.06,965.96,966.86,232.66
2013,"September","Far West",1018,1161.3,1161.3,1162,0.02,1161.32,1162.02,144.02
2013,"October","Far West",946.4,1103.7,1103.7,1104.1,0,1103.7,1104.1,157.7
2013,"November","Far West",1165.7,1312,1312,1312.8,0,1312,1312.8,147.1
2013,"December","Far West",1006.05,1230.55,1230.55,1231.425,0.0125,1230.5625,1231.4375,225.3875
2014,"January","Far West",846.4,1149.1,1149.1,1150.05,0.025,1149.125,1150.075,303.675
2014,"February","Far West",686.75,1067.65,1067.65,1068.675,0.0375,1067.6875,1068.7125,381.9625
2014,"March","Far West",527.1,986.2,986.2,987.3,0.05,986.25,987.35,460.25
2014,"April","Far West",847.7,2162.1,2162.1,2164.5,0,2162.1,2164.5,1316.8
2014,"May","Far West",788.8,850.9,850.9,854.2,1.09,851.99,855.29,66.49
2014,"June","Far West",1062.4,1195,1195,1198.2,0.16,1195.16,1198.36,135.96
2014,"July","Far West",1001.7,1018.4,1018.4,1019.6,0.02,1018.42,1019.62,17.92
2014,"August","Far West",290,357.3,357.3,358.1,0.63,357.93,358.73,68.73
2014,"September","Far West",1155.3,1358.2,1358.2,1358.2,0,1358.2,1358.2,202.9
2014,"October","Far West",1687.7,2009.2,2009.2,2010.2,0,2009.2,2010.2,322.5
2014,"November","Far West",893.5,1149.8,1149.8,1150.6,0,1149.8,1150.6,257.1
2014,"December","Far West",1487.6,1744.475,1745,1746.9,0,1745,1746.9,259.3
2015,"January","Far West",2081.7,2339.15,2340.2,2343.2,0,2340.2,2343.2,261.5
2015,"February","Far West",2675.8,2933.825,2935.4,2939.5,0,2935.4,2939.5,263.7
2015,"March","Far West",3269.9,3528.5,3530.6,3535.8,0,3530.6,3535.8,265.9
2015,"April","Far West",2852.1,2926.7,2926.7,2932.3,0.1,2926.8,2932.4,80.3
2015,"May","Far West",607.2,647,647,648,1.07,648.07,649.07,41.87
2015,"June","Far West",1605.7,1716.1,1716.1,1716.6,0.65,1716.75,1717.25,111.55
2015,"July","Far West",1100.6,1182.7,1182.7,1186.95,0.635,1183.335,1187.585,86.985
2015,"August","Far West",595.5,649.3,649.3,657.3,0.62,649.92,657.92,62.42
2015,"September","Far West",2778.4,3223,3223,3233.2,0,3223,3233.2,454.8
2015,"October","Far West",2034.8,2328.6,4654.5,4661.5,0,4654.5,4661.5,2626.7
2015,"November","Far West",1164,1511.6,1525.1,1529.7,0,1525.1,1529.7,365.7
2015,"December","Far West",1136.9,1444,1454.125,1464.8,0.1225,1454.2475,1464.9225,328.0225
2016,"January","Far West",1109.8,1376.4,1383.15,1399.9,0.245,1383.395,1400.145,290.345
2016,"February","Far West",1082.7,1308.8,1312.175,1335,0.3675,1312.5425,1335.3675,252.6675
2016,"March","Far West",1055.6,1241.2,1241.2,1270.1,0.49,1241.69,1270.59,214.99
2016,"April","Far West",472,565,565,568,0.76,565.76,568.76,96.76
2016,"May","Far West",877.4,914.3,914.3,924.5,2.13,916.43,926.63,49.23
2016,"June","Far West",215.4,262.4,262.4,264.7,10.91,273.31,275.61,60.21
2016,"July","Far West",1083.4,1078.3,1078.3,1083.4,5.5,1083.8,1088.9,5.5
2016,"August","Far West",805.4,846,846,851.1,1.15,847.15,852.25,46.85
2016,"September","Far West",2859.5,2994.5,2994.5,2998.3,2.57,2997.07,3000.87,141.37
2016,"October","Far West",966.7,1071.1,1077.6,1080.8,0,1077.6,1080.8,114.1
2016,"November","Far West",3893.3,5154.5,5376.4,5393.3,0,5376.4,5393.3,1500
2016,"December","Far West",2986.6,4062.925,4317.025,4330.575,0,4317.025,4330.575,1343.975
2017,"January","Far West",2079.9,2971.35,3257.65,3267.85,0,3257.65,3267.85,1187.95
2017,"February","Far West",1173.2,1879.775,2198.275,2205.125,0,2198.275,2205.125,1031.925
2017,"March","Far West",266.5,788.2,1138.9,1142.4,0,1138.9,1142.4,875.9
2017,"April","Far West",3104.1,9265,9345.3,9361.1,19.33,9364.63,9380.43,6276.33
2017,"May","Far West",2579.4,3718.5,3807.6,3900.2,26.33,3833.93,3926.53,1347.13
2017,"June","Far West",569.7,853.7,853.7,857.6,6.39,860.09,863.99,294.29
2017,"July","Far West",1374,1450.8,1450.8,1461.5,3.9,1454.7,1465.4,91.4
2017,"August","Far West",321.4,355.9,355.9,357.5,2.68,358.58,360.18,38.78
2017,"September","Far West",381.8,423.6,423.6,428.9,2.69,426.29,431.59,49.79
2017,"October","Far West",556.7,653.2,653.2,660.4,2.11,655.31,662.51,105.81
2017,"November","Far West",677.3,864.8,864.8,865,0.33,865.13,865.33,188.03
2017,"December","Far West",663.45,822.85,823.375,826.025,0.2625,823.6375,826.2875,162.8375
2018,"January","Far West",649.6,780.9,781.95,787.05,0.195,782.145,787.245,137.645
2018,"February","Far West",635.75,738.95,740.525,748.075,0.1275,740.6525,748.2025,112.4525
2018,"March","Far West",621.9,697,699.1,709.1,0.06,699.16,709.16,87.26
2018,"April","Far West",399.3,771.8,1053.7,1057.8,0.35,1054.05,1058.15,658.85
2018,"May","Far West",385.4,441.4,441.4,443.9,0.79,442.19,444.69,59.29
2018,"June","Far West",352.9,411,411,414.3,4.72,415.72,419.02,66.12
2018,"July","Far West",1154.3,1229.7,1229.7,1235.9,1.94,1231.64,1237.84,83.54
2018,"August","Far West",1226.1,1247.7,1247.7,1251.9,2.7,1250.4,1254.6,28.5
2018,"September","Far West",1969.1,1984.6,1984.6,1990.3,0.04,1984.64,1990.34,21.24
2018,"October","Far West",3118.9,3238.8,3238.8,3244.7,0,3238.8,3244.7,125.8
2018,"November","Far West",2467.3,2704.5,2704.5,2715.9,0,2704.5,2715.9,248.6
2018,"December","Far West",2319.425,3025.2,3077.725,3087.15,0.495,3078.22,3087.645,768.22
2019,"January","Far West",2171.55,3345.9,3450.95,3458.4,0.99,3451.94,3459.39,1287.84
2019,"February","Far West",2023.675,3666.6,3824.175,3829.65,1.485,3825.66,3831.135,1807.46
2019,"March","Far West",1875.8,3987.3,4197.4,4200.9,1.98,4199.38,4202.88,2327.08
2019,"April","Far West",2412.8,3510,3637.6,3644.5,11.05,3648.65,3655.55,1242.75
2019,"May","Far West",640.9,919.4,919.4,921.6,10.84,930.24,932.44,291.54
2019,"June","Far West",1523.7,1899,1902.5,1914.7,9.12,1911.62,1923.82,400.12
2019,"July","Far West",65.1,111.9,111.9,117.9,7.74,119.64,125.64,60.54
2019,"August","Far West",729.8,754.7,754.7,763.9,15.21,769.91,779.11,49.31
2019,"September","Far West",301.7,342.1,342.1,346.7,9.55,351.65,356.25,54.55
2019,"October","Far West",390.9,447.7,447.7,455.5,3.06,450.76,458.56,67.66
2019,"November","Far West",1042.3,1218.8,1229.7,1233.4,0,1229.7,1233.4,191.1
2019,"December","Far West",NA,NA,NA,NA,NA,NA,NA,NA
1974,"January","West",NA,NA,NA,NA,NA,NA,NA,NA
1974,"February","West",NA,NA,NA,NA,NA,NA,NA,NA
1974,"March","West",132.8,545.5,643,660.9,4.59,647.6,665.5,532.7
1974,"April","West",201,266.95,1108.5,1113.2,0.91,1128.93,1133.63,1004.13
1974,"May","West",1243.95,9614.45,29961.75,29986,72.25,30051.46,30075.71,24398.16
1974,"June","West",5547.7,16183,16183,16195,72.375,16215.12,16227.12,11510.86
1974,"July","West",6328.3,22898.5,22898.5,23010.2,31.65,22974.38,23086.08,14862.98
1974,"August","West",10707.6,28172,28172,28317,28.51,28202.33,28347.33,18250.17
1974,"September","West",2298.55,6808.35,8075.85,8148.15,17.245,8105.465,8177.765,5687.725
1974,"October","West",4553.45,16936.15,16936.15,16940.35,12.085,16940.425,16944.625,12040.785
1974,"November","West",2274.2,5054.2,5117.2,5142.7,2.17,5119.37,5144.87,3570.66
1974,"December","West",1741.3125,4048,4137.275,4162.1125,4.6325,4141.42875,4166.26625,2949.94625
1975,"January","West",1208.425,3041.8,3157.35,3181.525,7.095,3163.4875,3187.6625,2329.2325
1975,"February","West",675.5375,2035.6,2177.425,2200.9375,9.5575,2185.54625,2209.05875,1708.51875
1975,"March","West",142.65,1029.4,1197.5,1220.35,12.02,1207.605,1230.455,1087.805
1975,"April","West",119.9,1253.6,1411.6,1414.1,3.6,1412.62,1415.12,1294.14
1975,"May","West",732.3,2990.9,4944.35,4994.7,14.78,4954.53,5004.88,3855.71
1975,"June","West",766.3,1616.1,6044.2,6048.4,18.6,6079.02,6083.22,2046.3
1975,"July","West",4969.1,11940,11969.8,12002.6,25.49,11983.85,12016.65,2506.69
1975,"August","West",3961.2,10244.2,10244.2,10305,11.75,10261.46,10322.26,6143.41
1975,"September","West",3670.35,5552.3,6356.1,6423.15,10.5,6365.32,6432.37,3720.16
1975,"October","West",4369.7,6576.3,6665.3,6686.1,9.32,6684.55,6705.35,3658.25
1975,"November","West",2235.4,3481.4,3533.2,3619.5,9.16,3542.36,3628.66,961.75
1975,"December","West",2068.925,3536.75,3575.6,3677.825,7.8075,3583.0775,3685.3025,1347.55
1976,"January","West",1902.45,3592.1,3618,3736.15,6.455,3623.795,3741.945,1733.35
1976,"February","West",1735.975,3647.45,3660.4,3794.475,5.1025,3664.5125,3798.5875,2119.15
1976,"March","West",1569.5,3702.8,3702.8,3852.8,3.75,3705.23,3855.23,2504.95
1976,"April","West",1603.45,3568.1,3870.45,3935.45,23.91,3891.84,3956.84,2780.44
1976,"May","West",2823.35,6829.85,6829.85,6853.55,42.075,7003.445,7027.145,4154.445
1976,"June","West",1785.1,7274.25,7274.25,7292.8,48.27,7316.145,7334.695,5008.155
1976,"July","West",2044.95,8241.85,8302.7,8377.05,6.74,8307.705,8382.055,5967.155
1976,"August","West",1106.05,5113.1,5113.1,5147.4,1.51,5115.365,5149.665,468.455
1976,"September","West",2851.2,8420.8,8420.8,8463.6,0.59,8421.24,8464.04,3226.55
1976,"October","West",3466.8,5108.25,5108.25,5127.95,0.86,5112.455,5132.155,1532.175
1976,"November","West",4806.65,5388.7,5388.7,5403.3,0.555,5389.02,5403.62,1105.33
1976,"December","West",4477.2625,5479.6,5479.6,5494.775,0.53125,5479.8825,5495.0575,1257.1825
1977,"January","West",4147.875,5570.5,5570.5,5586.25,0.5075,5570.745,5586.495,1409.035
1977,"February","West",3818.4875,5661.4,5661.4,5677.725,0.48375,5661.6075,5677.9325,1560.8875
1977,"March","West",3489.1,5752.3,5752.3,5769.2,0.46,5752.47,5769.37,1712.74
1977,"April","West",3849.85,6520.6,6520.6,6752.05,1.22,6524.805,6756.255,916.445
1977,"May","West",4510.35,6504.5,6504.5,6537.5,0.27,6512.41,6545.41,351
1977,"June","West",9433.85,11039.3,11039.3,11068.8,0.575,11039.305,11068.805,115.265
1977,"July","West",7472.2,13662.9,13662.9,13686.6,0.005,13663.845,13687.545,210.11
1977,"August","West",11346.3,11775.6,11775.6,11811.65,0.03,11775.6,11811.65,132.48
1977,"September","West",6785.95,8454.45,8454.45,8478.1,0,8454.45,8478.1,181.865
1977,"October","West",14445.8,14440.4,14451.15,14456.55,0,14451.15,14456.55,11.18
1977,"November","West",1445.5,4228.3,4228.3,4268.5,0.1,4229.02,4269.22,1137.79
1977,"December","West",1112.325,3228.85,3337.45,3370,0.33,3338.0725,3370.6225,993.85
1978,"January","West",779.15,2229.4,2446.6,2471.5,0.56,2447.125,2472.025,849.91
1978,"February","West",445.975,1229.95,1555.75,1573,0.79,1556.1775,1573.4275,705.97
1978,"March","West",112.8,230.5,664.9,674.5,1.02,665.23,674.83,562.03
1978,"April","West",330.1,696.2,2915.5,2917.1,2.53,2915.68,2917.28,2728.48
1978,"May","West",988.1,2663,2663,2725.9,9.45,2665.5,2728.4,1740.3
1978,"June","West",7071.3,14023.85,14165.8,14208.3,9.285,14168.37,14210.87,5324.9
1978,"July","West",5412.45,19514.3,19572.4,19610,22.015,19584.765,19622.365,13288.39
1978,"August","West",2002.7,5354.45,5389.75,5444.05,11.845,5406.57,5460.87,3264.52
1978,"September","West",4325.95,11305.8,11338.9,11355.75,5.525,11353.28,11370.13,5795.3
1978,"October","West",7604.75,15979.05,15979.05,15996.2,7.015,15983.505,16000.655,7997.88
1978,"November","West",6598.4,13335.1,13335.1,13351.4,4.15,13335.26,13351.56,3776.49
1978,"December","West",5040.5,10121.3,10188.15,10200.6,3.62625,10944.69875,10961.79875,3227.02875
